id,lang,issue,path,detail
"056","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\056\原文056.txt","原文056.txt"
"057","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\057\原文057.txt","原文057.txt"
"057","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\057\原文057.txt","原文057.txt"
"058","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\058\原文058.txt","原文058.txt"
"058","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\058\原文058.txt","原文058.txt"
"059","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\059\原文059.txt","原文059.txt"
"059","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\059\原文059.txt","原文059.txt"
"060","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\060\原文060.txt","原文060.txt"
"060","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\060\原文060.txt","原文060.txt"
"061","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\061\原文061.txt","原文061.txt"
"061","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\061\原文061.txt","原文061.txt"
"062","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\062\原文062.txt","原文062.txt"
"062","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\062\原文062.txt","原文062.txt"
"063","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\063\原文063.txt","原文063.txt"
"063","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\063\原文063.txt","原文063.txt"
"064","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\064\原文064.txt","原文064.txt"
"064","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\064\原文064.txt","原文064.txt"
"065","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\065\原文065.txt","原文065.txt"
"065","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\065\原文065.txt","原文065.txt"
"066","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\066\原文066.txt","原文066.txt"
"066","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\066\原文066.txt","原文066.txt"
"067","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\067\原文067.txt","原文067.txt"
"067","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\067\原文067.txt","原文067.txt"
"068","ja","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\068\原文068.txt","原文068.txt"
"068","en","info_src_chosen","C:\Users\Nicol\musiam-front\src\data\kannon100\068\原文068.txt","原文068.txt"
